lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2015-2021 - by Cláudio Vieira e Evandro Neto
itm_arena_armor_green_pl|Arena Armor Green
itm_arena_armor_yellow|Arena Armor Yellow
itm_arena_armor_yellow_pl|Arena Armor Yellow
itm_arena_tunic_white|Arena Tunic White 
itm_arena_tunic_white_pl|Arena Tunic White 
itm_arena_tunic_red|Arena Tunic Red
itm_arena_tunic_red_pl|Arena Tunic Red
itm_arena_tunic_blue|Arena Tunic Blue
itm_arena_tunic_blue_pl|Arena Tunic Blue
itm_arena_tunic_green|Arena Tunic Green
itm_arena_tunic_green_pl|Arena Tunic Green
itm_arena_tunic_yellow|Arena Tunic Yellow
itm_arena_tunic_yellow_pl|Arena Tunic Yellow
itm_arena_helmet_red|Arena Helmet Red
itm_arena_helmet_red_pl|Arena Helmet Red
itm_arena_helmet_blue|Arena Helmet Blue
itm_arena_helmet_blue_pl|Arena Helmet Blue
itm_arena_helmet_green|Arena Helmet Green
itm_arena_helmet_green_pl|Arena Helmet Green
itm_arena_helmet_yellow|Arena Helmet Yellow
itm_arena_helmet_yellow_pl|Arena Helmet Yellow
itm_steppe_helmet_white|Steppe Helmet White
itm_steppe_helmet_white_pl|Steppe Helmet White
itm_steppe_helmet_red|Steppe Helmet Red
itm_steppe_helmet_red_pl|Steppe Helmet Red
itm_steppe_helmet_blue|Steppe Helmet Blue
itm_steppe_helmet_blue_pl|Steppe Helmet Blue
itm_steppe_helmet_green|Steppe Helmet Green
itm_steppe_helmet_green_pl|Steppe Helmet Green
itm_steppe_helmet_yellow|Steppe Helmet Yellow
itm_steppe_helmet_yellow_pl|Steppe Helmet Yellow
itm_tourney_helm_white|Tourney Helm White
itm_tourney_helm_white_pl|Tourney Helm White
itm_tourney_helm_red|Tourney Helm Red
itm_tourney_helm_red_pl|Tourney Helm Red
itm_tourney_helm_blue|Tourney Helm Blue
itm_tourney_helm_blue_pl|Tourney Helm Blue
itm_tourney_helm_green|Tourney Helm Green
itm_tourney_helm_green_pl|Tourney Helm Green
itm_tourney_helm_yellow|Tourney Helm Yellow
itm_tourney_helm_yellow_pl|Tourney Helm Yellow
itm_arena_turban_red|Arena Turban
itm_arena_turban_red_pl|Arena Turban
itm_arena_turban_blue|Arena Turban
itm_arena_turban_blue_pl|Arena Turban
itm_arena_turban_green|Arena Turban
itm_arena_turban_green_pl|Arena Turban
itm_arena_turban_yellow|Arena Turban
itm_arena_turban_yellow_pl|Arena Turban
itm_arabian_horse_b|Draharan Pony
itm_arabian_horse_b_pl|Draharan Pony
itm_saddle_horse|Saddle Horse
itm_saddle_horse_pl|Saddle Horse
itm_sumpter_horse|Sumpter Horse
itm_sumpter_horse_pl|Sumpter Horse
itm_hunting_horse_four|Brown Hunter
itm_hunting_horse_four_pl|Brown Hunter
itm_horse_bandits_a|Brown Bandit Horse
itm_horse_bandits_a_pl|Brown Bandit Horse
itm_courser|Courser
itm_courser_pl|Courser
itm_xenoargh_baydark|Darkbay Horse
itm_xenoargh_baydark_pl|Darkbay Horse
itm_european_horse_a|Dark Courser
itm_european_horse_a_pl|Dark Courser
itm_european_horse_d|Black Courser
itm_european_horse_d_pl|Black Courser
itm_xenoargh_bayappy|Bay Horse
itm_xenoargh_bayappy_pl|Bay Horse
itm_steppe_horse|Steppe Horse
itm_steppe_horse_pl|Steppe Horse
itm_hunter|Hunter
itm_hunter_pl|Hunter
itm_european_horse_f|Spotted Horse
itm_european_horse_f_pl|Spotted Horse
itm_bandits_horse_a|Northern Hunter
itm_bandits_horse_a_pl|Northern Hunter
itm_horse1|Brown Tolranian Hunter
itm_horse1_pl|Brown Tolranian Hunter
itm_tribal5|Black Draharan Desert Horse
itm_tribal5_pl|Black Draharan Desert Horse
itm_horse_bandits_b|Black Steppe Horse
itm_horse_bandits_b_pl|Black Steppe Horse
itm_horse_tyrk_b|Naphali Horse
itm_horse_tyrk_b_pl|Naphali Horse
itm_tribal2|Draharan Sand Horse
itm_tribal2_pl|Draharan Sand Horse
itm_horse5|Brown Kuu-lan Hunter
itm_horse5_pl|Brown Kuu-lan Hunter
itm_roman_courser|Legion Courser
itm_roman_courser_pl|Legion Courser
itm_roman_horse_1|Legion Hunter
itm_roman_horse_1_pl|Legion Hunter
itm_tribal4|White Stallion
itm_tribal4_pl|White Stallion
itm_steppe_paint1|Painted Steppe Horse
itm_steppe_paint1_pl|Painted Steppe Horse
itm_perisno_purebred|Perisno Purebred
itm_perisno_purebred_pl|Perisno Purebred
itm_horse_tyrk_e|Black Naphali Horse
itm_horse_tyrk_e_pl|Black Naphali Horse
itm_northerner_horse|Northerner Horse
itm_northerner_horse_pl|Northerner Horse
itm_northerner_horse_white|White Northerner Horse
itm_northerner_horse_white_pl|White Northerner Horse
itm_northerner_horse_hunter|Northerner Hunter
itm_northerner_horse_hunter_pl|Northerner Hunter
itm_northerner_horse_black|Black Northerner Horse
itm_northerner_horse_black_pl|Black Northerner Horse
itm_falcon_horse|Falconian Horse
itm_falcon_horse_pl|Falconian Horse
itm_rus_horse|Northerner Stallion
itm_rus_horse_pl|Northerner Stallion
itm_horse_bandits_b1|Armored Black Steppe Horse
itm_horse_bandits_b1_pl|Armored Black Steppe Horse
itm_elvarie_spirit_horse|Naphali Spirit Horse
itm_elvarie_spirit_horse_pl|Naphali Spirit Horse
itm_bedyin_camel_a|Camel
itm_bedyin_camel_a_pl|Camel
itm_bedyin_camel_b|Armored Camel
itm_bedyin_camel_b_pl|Armored Camel
itm_bedyin_camel_c|Draharan War Camel
itm_bedyin_camel_c_pl|Draharan War Camel
itm_boar_rideable|War Boar
itm_boar_rideable_pl|War Boar
itm_cow_mod_a|Cow
itm_cow_mod_a_pl|Cow
itm_elephant|Draharan Elephant
itm_elephant_pl|Draharan Elephant
itm_arhar_1|Tur
itm_arhar_1_pl|Tur
itm_arhar_armor_2|Armored Tur
itm_arhar_armor_2_pl|Armored Tur
itm_young_wolf_paint|Young Wolf
itm_young_wolf_paint_pl|Young Wolf
itm_young_wolf_white_paint|Young Painted White Wolf
itm_young_wolf_white_paint_pl|Young Painted White Wolf
itm_young_wolf_blk_paint|Painted Black Wolf
itm_young_wolf_blk_paint_pl|Painted Black Wolf
itm_tamed_black_wolf|Tamed Black Wolf
itm_tamed_black_wolf_pl|Tamed Black Wolf
itm_armor_wolf_white|Armored White Wolf
itm_armor_wolf_white_pl|Armored White Wolf
itm_armor_wolf_black|Armored Black Wolf
itm_armor_wolf_black_pl|Armored Black Wolf
itm_dreaded_wolf|Dreaded Wolf
itm_dreaded_wolf_pl|Dreaded Wolf
itm_bear_brown|Aroulo Bear
itm_bear_brown_pl|Aroulo Bear
itm_bear_black|Black Bear
itm_bear_black_pl|Black Bear
itm_tiger|Tiger
itm_tiger_pl|Tiger
itm_tigerwhite|White Tiger
itm_tigerwhite_pl|White Tiger
itm_wyvern|Drake
itm_wyvern_pl|Drake
itm_nightmare|Nightmare
itm_nightmare_pl|Nightmare
itm_darker_basilisk|Dark Drake
itm_darker_basilisk_pl|Dark Drake
itm_saracin_hard_horses_c_v1|Draharan Barded Horse
itm_saracin_hard_horses_c_v1_pl|Draharan Barded Horse
itm_hospitaller_knight_horse_d|White&Red Warhorse
itm_hospitaller_knight_horse_d_pl|White&Red Warhorse
itm_knight_horse_green|Perisno Green&White Warhorse
itm_knight_horse_green_pl|Perisno Green&White Warhorse
itm_horse2pr|Perisno Barded Horse
itm_horse2pr_pl|Perisno Barded Horse
itm_templar_knight_horse_c|Black&White Barded Horse
itm_templar_knight_horse_c_pl|Black&White Barded Horse
itm_templar_knight_horse_d|Perisno Crusader Warhorse
itm_templar_knight_horse_d_pl|Perisno Crusader Warhorse
itm_hospitaller_knight_horse_a|Black Warhorse
itm_hospitaller_knight_horse_a_pl|Black Warhorse
itm_3lamellar_charger|Dark Half Cataphract
itm_3lamellar_charger_pl|Dark Half Cataphract
itm_cwe_horse_brown|Brown Charger
itm_cwe_horse_brown_pl|Brown Charger
itm_horse4pr|Perisno Heavy Warhorse
itm_horse4pr_pl|Perisno Heavy Warhorse
itm_saracin_hard_horses_b|Barded Steppe Horse
itm_saracin_hard_horses_b_pl|Barded Steppe Horse
itm_war_horse4|Krakkon Horse
itm_war_horse4_pl|Krakkon Horse
itm_barded_armour_charger2|Striped Barded War Charger
itm_barded_armour_charger2_pl|Striped Barded War Charger
itm_hospitaller_charger|Black War Charger
itm_hospitaller_charger_pl|Black War Charger
itm_saracin_hard_horses_a_v1|Mosoru Purebred
itm_saracin_hard_horses_a_v1_pl|Mosoru Purebred
itm_saracin_hard_horses_c|Draharan Warhorse
itm_saracin_hard_horses_c_pl|Draharan Warhorse
itm_halfcata|Dark Lamellar Half Cataphract
itm_halfcata_pl|Dark Lamellar Half Cataphract
itm_horse_master_order_hospitaller|Kingly Tolranian Warhorse
itm_horse_master_order_hospitaller_pl|Kingly Tolranian Warhorse
itm_romanhalfcata2|Brown Half Cataphract
itm_romanhalfcata2_pl|Brown Half Cataphract
itm_horse5pr|Perisno Barded Warhorse
itm_horse5pr_pl|Perisno Barded Warhorse
itm_klymorian_horse_a|Klymorian Black Warhorse
itm_klymorian_horse_a_pl|Klymorian Black Warhorse
itm_dk_armour_charger|Dark Armored Charger
itm_dk_armour_charger_pl|Dark Armored Charger
itm_war_horse5|Tolranian Red and White Warhorse
itm_war_horse5_pl|Tolranian Red and White Warhorse
itm_pravar_barded_horse|Tolranian Barded Horse
itm_pravar_barded_horse_pl|Tolranian Barded Horse
itm_english_war_horse1|Tolranian Squire Horse
itm_english_war_horse1_pl|Tolranian Squire Horse
itm_english_war_horse4|Tolranian Warhorse
itm_english_war_horse4_pl|Tolranian Warhorse
itm_khergit_war_horse|Draharan War Horse
itm_khergit_war_horse_pl|Draharan War Horse
itm_lamellar_armor_horse|Lamellar Armored Horse
itm_lamellar_armor_horse_pl|Lamellar Armored Horse
itm_saracin_hard_horses_a|Armored Mosoru Purebred
itm_saracin_hard_horses_a_pl|Armored Mosoru Purebred
itm_dorn_horse_lamellar_c|Dark Scale&Leather Armored Warhorse
itm_dorn_horse_lamellar_c_pl|Dark Scale&Leather Armored Warhorse
itm_romanhalfcata|Half Cataphract
itm_romanhalfcata_pl|Half Cataphract
itm_forest_mount|Forest Mount
itm_forest_mount_pl|Forest Mount
itm_golden_deer|Illica Falki Warhorse
itm_golden_deer_pl|Illica Falki Warhorse
itm_falki_draped_horse|Illica Falki Ranger Warhorse
itm_falki_draped_horse_pl|Illica Falki Ranger Warhorse
itm_war_horse7|Falki Draped War Horse
itm_war_horse7_pl|Falki Draped War Horse
itm_english_war_horse3|Tolranian Caped Horse
itm_english_war_horse3_pl|Tolranian Caped Horse
itm_polish_war_horse2|Rampant Lion Warhorse
itm_polish_war_horse2_pl|Rampant Lion Warhorse
itm_ak_warhorse_chain_c|Barded Valahir Warhorse
itm_ak_warhorse_chain_c_pl|Barded Valahir Warhorse
itm_falconian_warhorse|Falconian Warhorse
itm_falconian_warhorse_pl|Falconian Warhorse
itm_saracin_hard_horses_d|Armored Draharan Warhorse
itm_saracin_hard_horses_d_pl|Armored Draharan Warhorse
itm_2lamellar_charger|Third Legion Half Cataphract
itm_2lamellar_charger_pl|Third Legion Half Cataphract
itm_ak_warhorse_chain_b|Barded Tolranian Warhorse
itm_ak_warhorse_chain_b_pl|Barded Tolranian Warhorse
itm_horse4gb|Dread Knight Warhorse
itm_horse4gb_pl|Dread Knight Warhorse
itm_horse4w|Cretas Warhorse
itm_horse4w_pl|Cretas Warhorse
itm_horse3pr|Perisno Heavy Barded Warhorse
itm_horse3pr_pl|Perisno Heavy Barded Warhorse
itm_spakhorse_03|Royal Golden Charger
itm_spakhorse_03_pl|Royal Golden Charger
itm_2imperial_warhorse|Imperial Charger
itm_2imperial_warhorse_pl|Imperial Charger
itm_plated_charger4|Drachen Plated Charger
itm_plated_charger4_pl|Drachen Plated Charger
itm_wlong4|Red&Black Barded Warhorse
itm_wlong4_pl|Red&Black Barded Warhorse
itm_charger1|Hakkon Imperial Charger
itm_charger1_pl|Hakkon Imperial Charger
itm_plated_charger6|Light Plated Charger
itm_plated_charger6_pl|Light Plated Charger
itm_dorn_horse_lamellar_a|Lamellar Armored Warhorse
itm_dorn_horse_lamellar_a_pl|Lamellar Armored Warhorse
itm_whg2|Heavy Mail Warhorse
itm_whg2_pl|Heavy Mail Warhorse
itm_wlong24|Falconian Barded Warhorse
itm_wlong24_pl|Falconian Barded Warhorse
itm_blue_warhorse|Geldarin Warhorse
itm_blue_warhorse_pl|Geldarin Warhorse
itm_wlong22|Royal Barded Warhorse
itm_wlong22_pl|Royal Barded Warhorse
itm_perisnocav|Perisno Sunrise Warhorse
itm_perisnocav_pl|Perisno Sunrise Warhorse
itm_dorn_horse_lamellar_b|Brown Scaled Charger
itm_dorn_horse_lamellar_b_pl|Brown Scaled Charger
itm_warhorse|War Horse
itm_warhorse_pl|War Horse
itm_wlong2|Heavy Eagle Warhorse
itm_wlong2_pl|Heavy Eagle Warhorse
itm_cwe_long_barded_horse_3a|Dark Warhorse w/ Lamellar Armor
itm_cwe_long_barded_horse_3a_pl|Dark Warhorse w/ Lamellar Armor
itm_warhorse_brass|Barded Brass War Horse
itm_warhorse_brass_pl|Barded Brass War Horse
itm_mail_armour_charger1|Silver Warhorse
itm_mail_armour_charger1_pl|Silver Warhorse
itm_warhorse_steppe|Steppe Charger
itm_warhorse_steppe_pl|Steppe Charger
itm_saracen_horse_sultan|Draharan Royal War Horse
itm_saracen_horse_sultan_pl|Draharan Royal War Horse
itm_war_horse9|Ghostly Warhorse
itm_war_horse9_pl|Ghostly Warhorse
itm_5warhorse_holy|Holy Warhorse
itm_5warhorse_holy_pl|Holy Warhorse
itm_charger|Charger
itm_charger_pl|Charger
itm_charger2spak|Long Barded Charger
itm_charger2spak_pl|Long Barded Charger
itm_plated_charger9|Black Plated Charger
itm_plated_charger9_pl|Black Plated Charger
itm_charger_black|Dark Barded Charger
itm_charger_black_pl|Dark Barded Charger
itm_illfa_warhorse|Illica Falki Barded Stallion
itm_illfa_warhorse_pl|Illica Falki Barded Stallion
itm_charger_bronze|Bronze Charger
itm_charger_bronze_pl|Bronze Charger
itm_plated_charger8|Bronze Plated Charger
itm_plated_charger8_pl|Bronze Plated Charger
itm_plated_charger2|Maccavian Plated Charger
itm_plated_charger2_pl|Maccavian Plated Charger
itm_plated_charger5|Kaiserliche Plated Charger
itm_plated_charger5_pl|Kaiserliche Plated Charger
itm_plate_armour_charger2|Dark Plated Warhorse
itm_plate_armour_charger2_pl|Dark Plated Warhorse
itm_warhorse_sarranid|Steppe Armored War Horse
itm_warhorse_sarranid_pl|Steppe Armored War Horse
itm_dorn_horse_lamellar_a2|Steel Plated Barded Charger
itm_dorn_horse_lamellar_a2_pl|Steel Plated Barded Charger
itm_ak_warhorse_chain_a|Kuu-lan Warhorse
itm_ak_warhorse_chain_a_pl|Kuu-lan Warhorse
itm_cwe_long_barded_horse_3b|Desert Warhorse
itm_cwe_long_barded_horse_3b_pl|Desert Warhorse
itm_uberpferd_4|Black Armored War Horse
itm_uberpferd_4_pl|Black Armored War Horse
itm_plated_charger7|Falconian Plated Charger
itm_plated_charger7_pl|Falconian Plated Charger
itm_song_charger_b|Jin Charger
itm_song_charger_b_pl|Jin Charger
itm_cwe_long_barded_horse_3|Royal Tolranian Warhorse
itm_cwe_long_barded_horse_3_pl|Royal Tolranian Warhorse
itm_charger_new_black_long|Dark Long Barded Charger
itm_charger_new_black_long_pl|Dark Long Barded Charger
itm_warhorse_sarranid_brass|Heavy Royal War Horse
itm_warhorse_sarranid_brass_pl|Heavy Royal War Horse
itm_twilight_horse_got|Perisno Eclipse Horse
itm_twilight_horse_got_pl|Perisno Eclipse Horse
itm_plate_charger_brown|Sut Plated Charger
itm_plate_charger_brown_pl|Sut Plated Charger
itm_plate_charger_white|Plated Charger
itm_plate_charger_white_pl|Plated Charger
itm_charger_dark|Dark Charger
itm_charger_dark_pl|Dark Charger
itm_song_horse_h|Jin Purebred Warhorse
itm_song_horse_h_pl|Jin Purebred Warhorse
itm_uberpferd_2|Black Heavy Charger
itm_uberpferd_2_pl|Black Heavy Charger
itm_uberpferd_5|Falconian Silver Charger
itm_uberpferd_5_pl|Falconian Silver Charger
itm_cwe_long_barded_horse_6|Royal Charger
itm_cwe_long_barded_horse_6_pl|Royal Charger
itm_horse6|King's Warhorse
itm_horse6_pl|King's Warhorse
itm_horse6a|Marshal's Warhorse
itm_horse6a_pl|Marshal's Warhorse
itm_wlong1|Church of Faith Warhorse
itm_wlong1_pl|Church of Faith Warhorse
itm_twilight_horse|Perisno Twilight Horse
itm_twilight_horse_pl|Perisno Twilight Horse
itm_uberpferd_7|Armored War Charger
itm_uberpferd_7_pl|Armored War Charger
itm_spak_charger_plate|Perisno Plated Charger
itm_spak_charger_plate_pl|Perisno Plated Charger
itm_horse6pr|Perisno Paladin Warhorse
itm_horse6pr_pl|Perisno Paladin Warhorse
itm_horse6w|Liana's Warhorse
itm_horse6w_pl|Liana's Warhorse
itm_horny_charger_plate|Sut Horned Plated Charger
itm_horny_charger_plate_pl|Sut Horned Plated Charger
itm_horny_charger_black|Grazir Plated Charger
itm_horny_charger_black_pl|Grazir Plated Charger
itm_deer|Deer
itm_deer_pl|Deer
itm_boar|Boar
itm_boar_pl|Boar
itm_wolf|Wolf
itm_wolf_pl|Wolf
itm_wolf2|Large White Wolf
itm_wolf2_pl|Large White Wolf
itm_wolf3|Large Black Wolf
itm_wolf3_pl|Large Black Wolf
itm_wolf4|Large Wolf
itm_wolf4_pl|Large Wolf
itm_coat|Goat
itm_coat_pl|Goat
itm_coat_b|Goat
itm_coat_b_pl|Goat
itm_wilddonkey|Wild Donkey
itm_wilddonkey_pl|Wild Donkey
itm_bl_boar_fur|Fur Cloak
itm_bl_boar_fur_pl|Fur Cloak
itm_bl_boar|Boar Fur
itm_bl_boar_pl|Boar Fur
itm_practice_arrows_2|Blunt Arrows
itm_practice_arrows_2_pl|Blunt Arrows
itm_barbed_arrows|Barbed Arrows
itm_barbed_arrows_pl|Barbed Arrows
itm_ak_arrows_b|Militia Arrows
itm_ak_arrows_b_pl|Militia Arrows
itm_brown_arrow|Perisno Hunter Arrows
itm_brown_arrow_pl|Perisno Hunter Arrows
itm_arrows|Black Feather Arrows
itm_arrows_pl|Black Feather Arrows
itm_bodkin_arrows|Bodkin Arrows
itm_bodkin_arrows_pl|Bodkin Arrows
itm_khergit_arrows|Draharan Arrows
itm_khergit_arrows_pl|Draharan Arrows
itm_spak_bow8_arrow|Forest Arrows
itm_spak_bow8_arrow_pl|Forest Arrows
itm_yinjian|Falconian Arrows
itm_yinjian_pl|Falconian Arrows
itm_3steel_arrow|Perisno Arrows
itm_3steel_arrow_pl|Perisno Arrows
itm_samurai_arrow_a|Samurai Arrows
itm_samurai_arrow_a_pl|Samurai Arrows
itm_ebonyornate_arrow|Black Eagle Arrows
itm_ebonyornate_arrow_pl|Black Eagle Arrows
itm_gromitearrow|Sharp Perisno Arrows
itm_gromitearrow_pl|Sharp Perisno Arrows
itm_elven_arrows|Naphali Arrows
itm_elven_arrows_pl|Naphali Arrows
itm_whiteleatherquiver_arrow|Naphali Hunter Arrows
itm_whiteleatherquiver_arrow_pl|Naphali Hunter Arrows
itm_spak_arrow|Geldarin Arrows
itm_spak_arrow_pl|Geldarin Arrows
itm_spak_ar2|Perisno Ranger Arrows
itm_spak_ar2_pl|Perisno Ranger Arrows
itm_song_arrows|Steppe Arrows
itm_song_arrows_pl|Steppe Arrows
itm_ivorygoldquiver_arrow|Ivory Arrows
itm_ivorygoldquiver_arrow_pl|Ivory Arrows
itm_elmwoodquiver_arrow|Elmwood Arrows
itm_elmwoodquiver_arrow_pl|Elmwood Arrows
itm_1steel_arrow|Blacksteel Arrows
itm_1steel_arrow_pl|Blacksteel Arrows
itm_amazon_arrow|Ankars Arrows
itm_amazon_arrow_pl|Ankars Arrows
itm_lonely_ar|Naphali Ranger Arrows
itm_lonely_ar_pl|Naphali Ranger Arrows
itm_skeleton_archer_arrow|Bakhal Giant Arrows
itm_skeleton_archer_arrow_pl|Bakhal Giant Arrows
itm_bronze_arrow|Bronze Arrows
itm_bronze_arrow_pl|Bronze Arrows
itm_scull_arrow|Skull Arrows
itm_scull_arrow_pl|Skull Arrows
itm_spak_bow6_arrow|Red Ranger Arrows
itm_spak_bow6_arrow_pl|Red Ranger Arrows
itm_simpletreequiver_arrow|Naphali Blood Arrows
itm_simpletreequiver_arrow_pl|Naphali Blood Arrows
itm_blackarrow|Darkwood Arrows
itm_blackarrow_pl|Darkwood Arrows
itm_perisno_arrow|Perisno Sunrise Arrows
itm_perisno_arrow_pl|Perisno Sunrise Arrows
itm_axe_a|Axebow Axes
itm_axe_a_pl|Axebow Axes
itm_bolts|Bolts
itm_bolts_pl|Bolts
itm_akbolt_a|Hakkon Bolts
itm_akbolt_a_pl|Hakkon Bolts
itm_steel_bolts|Steel Bolts
itm_steel_bolts_pl|Steel Bolts
itm_akbolt_b|Special Nobles' Bolts
itm_akbolt_b_pl|Special Nobles' Bolts
itm_van_helsing_crossbow_bolt|Repeater Bolts
itm_van_helsing_crossbow_bolt_pl|Repeater Bolts
itm_long_bow|Long Bow
itm_long_bow_pl|Long Bow
itm_bogmir_yumi|Practice Yumi Bow
itm_bogmir_yumi_pl|Practice Yumi Bow
itm_new_warbow_b|Red Striped War Bow
itm_new_warbow_b_pl|Red Striped War Bow
itm_lav_lobow_1|Perisno Longbow
itm_lav_lobow_1_pl|Perisno Longbow
itm_lav_lobow_2|Tolranian Longbow
itm_lav_lobow_2_pl|Tolranian Longbow
itm_new_warbow_a|Blue Striped War Bow
itm_new_warbow_a_pl|Blue Striped War Bow
itm_fire_war_bow|Redfire Warbow
itm_fire_war_bow_pl|Redfire Warbow
itm_akwar_bow|Ranger War Bow
itm_akwar_bow_pl|Ranger War Bow
itm_war_bow|Red Oak War Bow
itm_war_bow_pl|Red Oak War Bow
itm_lav_war_bow_1|Black War Bow
itm_lav_war_bow_1_pl|Black War Bow
itm_bogmir_yumi_striped|Emperor's Yumi Bow
itm_bogmir_yumi_striped_pl|Emperor's Yumi Bow
itm_latticed_flatbow|Perisno Composite Bow
itm_latticed_flatbow_pl|Perisno Composite Bow
itm_practice_bow_2|Hunting Bow
itm_practice_bow_2_pl|Hunting Bow
itm_new_shortbow|Short Bow
itm_new_shortbow_pl|Short Bow
itm_dale_bow|Perisno Bow
itm_dale_bow_pl|Perisno Bow
itm_hunting_bow|Constables Bow
itm_hunting_bow_pl|Constables Bow
itm_elven_bow|Mercenary's Bow
itm_elven_bow_pl|Mercenary's Bow
itm_short_bow|Short Yew Bow
itm_short_bow_pl|Short Yew Bow
itm_riv_bow|Short Geldarin Bow
itm_riv_bow_pl|Short Geldarin Bow
itm_lorien_bow_reward|Short Naphali Bow
itm_lorien_bow_reward_pl|Short Naphali Bow
itm_longest_bow|Yumi Bow
